Id,If you liked,Reccomendation 1,Reccomendation 2,Reccomendation 3,Reccomendation 4,Reccomendation 5
-498795758651788662,"Use Gulp for Drupal 8 with Teams, Part 1: Gulp Setup",Drush 9 Roadmap,Moving the Drupal 8 workflow initiative along,State of Drupal 2016 survey | Dries Buytaert,Drupal 8.1.0 is now available,14 Cool Drupal 8 modules for site builders | August 2016
-498521148402713730,Building immutable entities into Google Cloud Datastore,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Docker inside docker and overview about Jenkins 2,The Competitive Landscape for Machine Intelligence,Google lags behind Amazon and Microsoft's cloud in one important area,Automate deployments and traffic splitting with the App Engine Admin API
-486686184692655504,New settings for 2-Step Verification,Here's how Evernote moved 3 petabytes of data to Google's cloud,VR possibilities at Google I/O 2016: Four things I'm hoping to see,Introducing Google Consumer Surveys API: Let users of your app create surveys,Why Evernote Is Giving Up on Its Data Centers for Google Cloud,NYT: Google To Announce Alexa Competitor Called 'Google Home' At I/O
-462708537764773317,"Por dentro da M__A (ou, se você quiser, Mesa & Cadeira)",How We Lost 47% of Our Users After a Redesign | Icons8,Apple is working on an AI system that wipes the floor with Google and everyone else,Lists are the new search,Good Software Takes Ten Years. Get Used To it.,The Absolute Best Coffee in New York
-455124319026316634,"Need Some AI? Yeah, There's a Marketplace for That",Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,How to choose algorithms for Microsoft Azure Machine Learning,Skully officially admits it's over,Deep learning software knows that a rose is a rose is a rosa rubiginosa,Restb.ai: Why custom computer vision as a service makes sense | ZDNet
-454649054276160610,The Future of Pen: Windows Ink,Writing good code: how to reduce the cognitive load of your code,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,What's the Best Cloud? Probably GCP,Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,Facebook's WhatsApp does something very different than Google
-450825503558460924,Tetra Pak Cheese and Powder Systems acquires Laude,Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Cargill anuncia mudanças estratégicas para fortalecer a marca Nutron,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Agronegócio mantém crescimento com tecnologia - inova.jor,"Agronegócio entra na era da agricultura digital | Economia, Notícias | Tribuna PR - Paraná Online"
-447851796385928420,MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Amazon has a huge opportunity in grocery delivery,"No Brasil, '25% dos celulares ainda são 'Burrofones'",Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine,Nintendo has doubled in value since Pokémon Go's release
-435798809553722526,LIBERAÇÃO MIOFASCIAL - O QUE É E COMO FAZER,Passada longa ou curta?,"Ai, que preguiça | Site Drauzio Varella",Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,Gartner Reprint,Home-Made Twitter and Gmail Notifications with PHP and Arduino
-434149774629603391,Andrew Ng: What AI Can and Can't Do,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Google researchers teach AIs to see the important parts of images - and tell you about them,Google's Cloud Machine Learning service is now in public beta,Services | RaRe Technologies,Machine learning at the museum: this week on Google Cloud Platform
-427385793606723821,UBS targets less rich Brits with robo-advisor platform,The Biggest list of 35 FREE UX Books,1% das empresas dominam 94% das receitas na App Store,Google Unveiled A Partnership With Levi's To Create Smart Clothing,Samsung se alia a bancos para lançar pagamento por celular no Brasil,55 fornecedores de TI que apresentarão novidades no Ciab 2016
-411378842607264055,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,Bridging the Communication Gap Between Developers and Architects - DaedTech,One year as a Data Scientist at Stack Overflow,"Hexagonal != Layers

",The five phases of migrating to Google Cloud Platform,Big data's 'streetlight effect': where and how we look affects what we see
-401664538366009049,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Twitter adds a button to help you train its algorithm,Amazon founder: A.I.'s impact is,How This Googler Redesigned The Workweek,These gloves can convert sign language into spoken English
-398780385766545248,10 Stats About Artificial Intelligence That Will Blow You Away -- The Motley Fool,Apple Acquires Machine Learning Company Turi For $200 Million,Text summarization with TensorFlow,"At eBay, Machine Learning is Driving Innovative New Approaches to Search Experiences",5 reasons your employees aren't sharing their knowledge,Building with Watson Technical Web Series
-393060967458342665,Parceria entre Paypal e Mastercard firmada!,Visa lança desafio para startups de tecnologia - Startupi,IBM makes a big shift into cognitive computing,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,Game of Loans,35 Innovative and Inspirational Website Designs in Banking
-387651900461462767,Android irá recomendar aplicativos baseado na localização | Google Discovery,"Fresco, sim! - Android Dev BR","Here's what Viv looks like, the next generation AI assistant built by Siri creator",Up your app's sharing game with DirectShare - Google Developers,Optimizing the Performance of Vector Drawables - upday devs,Cracking the Job Interview with TensorFlow
-377975173223377441,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds",Google Calendar for Android can now find meeting times that work for everyone,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",The AI business landscape
-360529647164834348,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,"Trabalhando com dinheiro no Java, uma visão pragmática da nova money-api",Why 2016 is shaping up to be the Year of the Bot,Android - The dark side of Jack and Jill,How to Design a Walkthrough That Users Will Read
-348408475077850711,Introduction to release engineering,Beyond Progressive Web Apps Part 1,A Beginner's Guide To Understanding Convolutional Neural Networks,Anti-If: The missing patterns,Today in Apple history: iBook ushers in a Wi-Fi revolution,Torus
-339230353302835829,Nubank é considerada uma das marcas mais revolucionárias do mundo,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery,The Progress of Web Apps - On the Edge,Google releases keyboard for the iPhone with built-in search features,Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas"
-330801551666885085,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,Design Patterns: Progressive Disclosure for Mobile Apps,How We Lost 47% of Our Users After a Redesign | Icons8,Request lesson : How and when to use はず(=hazu) | Maggie Sensei,20 Percent Will Stop Reading Your Email If You Make This One Mistake
-327208414896292296,C/C++ extension for Visual Studio Code,"Apple Releases iOS 10 With Redesigned Lock Screen, New Messages Features, Third-Party Siri, and More",Adulterated Objective-C,"Apple launches Safari Technology Preview, a browser for developers including experimental web features",LukeW | Obvious Always Wins,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7"
-326357109758599578,Chatbots are revolutionizing customer support,Gamification - por que somos motivados por mecânicas de jogos - Mochileiro Corporativo,OKR e meta: minha experiência no Runrun.it,Séries com lições sobre empreendedorismo: As 7 melhores!,Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia,Gartner Hype Cycle for Digital Marketing and Advertising
-324861070284719256,12 Best Slack Communities for Every Professional,Paquetá investe em tecnologia inédita no varejo brasileiro,Taco Bell chega ao Brasil no segundo semestre desse ano,Gartner Hype Cycle for Digital Marketing and Advertising,Séries com lições sobre empreendedorismo: As 7 melhores!,Solange Oliveira
-321691855821364131,"Carros de luxo em alta, mas o alerta está aceso",Facebook testa dividir conteúdos da rede por temas,"contentId
-6878119266243511199    Google acquires Synergyse, an interactive trai...
-6878119266243511199    Google acquires Synergyse, an interactive trai...
Name: title, dtype: object","Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'",Raspberry Pi gets an 8-megapixel Sony camera upgrade,"Blockchain open sources Thunder network, paving the way for instant bitcoin transactions"
-310216403933861245,"Finding an apartment to rent is as easy as hitting ""Send"" with Trulia's new Facebook Messenger bot",Here's 6 helpful chatbots that prove conversation machines can do more than just talk,Evernote anuncia integração com Google Drive | Google Discovery,App do YouTube ganha sistema de bate-papo privado | Google Discovery,Operator fuses bots with humans to build cyborg shopping experts,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more"
-307396946333196366,Cracking the Job Interview with TensorFlow,Why 2016 is shaping up to be the Year of the Bot,"Here's what Viv looks like, the next generation AI assistant built by Siri creator",Optimizing the Performance of Vector Drawables - upday devs,"Bots, Messenger and the future of customer service",Up your app's sharing game with DirectShare - Google Developers
-306538960798971040,Trends in Version Control Land: Innersourcing,Adopting Open Source Development Processes in Corporate IT,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all","New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",Serious Business: Should Renewable Energy Continue Receiving Government Subsidies?,10 Modern Software Over-Engineering Mistakes
-292870452169977398,Strategyzer | Business Model Generation - Book,"Simple rolls out shared bank accounts that work for anyone, including roommates","contentId
7078276984547732873    How Companies Are Using Machine Learning to Ge...
7078276984547732873    How Companies Are Using Machine Learning to Ge...
Name: title, dtype: object",Google Now on Tap estreia no Brasil | Google Discovery,Why image recognition is about to transform business,An operating model for company-wide agile development
